episode,env_seed,obs_mode,network_type,dueling,double_dqn,per,n_step,lexicographic,return,steps,score,broken_bricks,remaining_bricks,clear,lives,terminal_reason,epsilon,loss,td_error_abs_mean,q_mean,q_max,replay_size,global_step,wall_clock_sec
413,413,hybrid,cnn,1,1,0,1,0,346.6700000000024,333,2,2,80,0,0,no_lives,0.050000000000000044,11.236708895938175,11.57270239781331,132.49777716559333,2450.4984774202912,64741,64741,2.009140615002252
414,414,hybrid,cnn,1,1,0,1,0,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,11.201811357476245,11.534362579214163,130.42207485505904,2405.863283354661,64828,64828,0.5307135199545883
415,415,hybrid,cnn,1,1,0,1,0,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,11.414908288539142,11.749320655033506,132.2791344653601,2469.215234515311,64915,64915,0.526110450970009
416,416,hybrid,cnn,1,1,0,1,0,744.9600000000039,504,4,4,78,0,0,no_lives,0.050000000000000044,11.515874702779074,11.852115813701872,131.63931990426684,2478.3838956318205,65419,65419,3.0437492129858583
417,417,hybrid,cnn,1,1,0,1,0,148.98000000000056,102,1,1,81,0,0,no_lives,0.050000000000000044,11.464224520851584,11.799714336208268,132.32173448450425,2429.4039922976026,65521,65521,0.6166905629797839
418,418,hybrid,cnn,1,1,0,1,0,349.11000000000047,89,2,2,80,0,0,no_lives,0.050000000000000044,11.473497787218415,11.811508526962795,132.60901573266875,2562.9089821804773,65610,65610,0.5366164430161007
419,419,hybrid,cnn,1,1,0,1,0,149.05000000000052,95,1,1,81,0,0,no_lives,0.050000000000000044,11.47327555104306,11.811813620517128,133.02959466231496,2472.0055066560444,65705,65705,0.5750850409967825
420,420,hybrid,cnn,1,1,0,1,0,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,11.403282574244908,11.739138518060956,131.429438999721,2494.1617293584914,65789,65789,0.5105485749663785
421,421,hybrid,cnn,1,1,0,1,0,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,11.237184382901333,11.571784118614575,135.15269168060604,2591.6096088673808,65890,65890,0.6080413500312716
422,422,hybrid,cnn,1,1,0,1,0,149.2400000000004,76,1,1,81,0,0,no_lives,0.050000000000000044,10.593576406177721,10.926720274122138,130.95964823271098,2563.7254277279503,65966,65966,0.4601807009894401
423,423,hybrid,cnn,1,1,0,1,0,149.22000000000043,78,1,1,81,0,0,no_lives,0.050000000000000044,10.798972759491358,11.129292897689037,132.6405575092022,2592.640407464443,66044,66044,0.4739604080095887
424,424,hybrid,cnn,1,1,0,1,0,149.03000000000054,97,1,1,81,0,0,no_lives,0.050000000000000044,10.919939758851356,11.253007515189575,129.95913688423707,2395.361975601039,66141,66141,0.5860329870483838
425,425,hybrid,cnn,1,1,0,1,0,348.2400000000009,176,2,2,80,0,0,no_lives,0.050000000000000044,11.427776049483906,11.762084394693375,132.11647042361173,2498.3649246909404,66317,66317,1.0667341119842604
426,426,hybrid,cnn,1,1,0,1,0,149.14000000000047,86,1,1,81,0,0,no_lives,0.050000000000000044,11.412401631821034,11.748664922492448,132.5053088165993,2595.457090865734,66403,66403,0.5174298250349239
427,427,hybrid,cnn,1,1,0,1,0,149.2900000000004,71,1,1,81,0,0,no_lives,0.050000000000000044,11.298975884074896,11.636501661488708,134.88506403103682,2603.177059549681,66474,66474,0.4318937640055083
428,428,hybrid,cnn,1,1,0,1,0,149.23000000000042,77,1,1,81,0,0,no_lives,0.050000000000000044,10.695184212226373,11.029141587096376,135.07035579929104,2546.632138735288,66551,66551,0.4645592889864929
429,429,hybrid,cnn,1,1,0,1,0,149.1200000000005,88,1,1,81,0,0,no_lives,0.050000000000000044,10.784774991598995,11.118377355012028,132.20400870930064,2432.8359562266955,66639,66639,0.5318720659706742
430,430,hybrid,cnn,1,1,0,1,0,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,11.498897031805981,11.832414736692932,131.34547599704786,2376.475383890086,66726,66726,0.5220546709606424
431,431,hybrid,cnn,1,1,0,1,0,947.4200000000018,258,5,5,77,0,0,no_lives,0.050000000000000044,11.197938347971716,11.532546034154965,133.68360546023348,2501.308214054551,66984,66984,1.5564471870311536
432,432,hybrid,cnn,1,1,0,1,0,349.1300000000005,87,2,2,80,0,0,no_lives,0.050000000000000044,11.367056682192047,11.69743741243735,133.84679974084614,2694.7999414904366,67071,67071,0.5262234139954671
433,433,hybrid,cnn,1,1,0,1,0,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,10.46670064706912,10.796448170453653,133.4503190490021,2528.0977390333155,67158,67158,0.5288147840183228
434,434,hybrid,cnn,1,1,0,1,0,149.11000000000047,89,1,1,81,0,0,no_lives,0.050000000000000044,11.251698274290964,11.581996092635594,132.61785314324197,2491.184349488676,67247,67247,0.5402948789997026
435,435,hybrid,cnn,1,1,0,1,0,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,11.83112513258102,12.162934196756241,137.47843989920108,2731.272741439495,67341,67341,0.5679764520027675
436,436,hybrid,cnn,1,1,0,1,0,149.0700000000005,93,1,1,81,0,0,no_lives,0.050000000000000044,11.516311840344502,11.845538754617014,134.69493816744895,2609.994363107989,67434,67434,0.5612416149815544
437,437,hybrid,cnn,1,1,0,1,0,149.14000000000047,86,1,1,81,0,0,no_lives,0.050000000000000044,10.704865322556607,11.03825831413269,132.4014539496843,2429.6192470816677,67520,67520,0.5228963979752734
438,438,hybrid,cnn,1,1,0,1,0,349.0800000000005,92,2,2,80,0,0,no_lives,0.050000000000000044,11.436414376549099,11.770200470219487,135.69594955444336,2727.3718420940895,67612,67612,0.5574554259655997
439,439,hybrid,cnn,1,1,0,1,0,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,11.46130279579548,11.792464766839538,131.0415786589035,2542.692019684146,67711,67711,0.5979106629965827
440,440,hybrid,cnn,1,1,0,1,0,148.8700000000006,113,1,1,81,0,0,no_lives,0.050000000000000044,10.72224775668794,11.050019108088671,132.50572764979,2638.1135777836353,67824,67824,0.6858696030103602
441,441,hybrid,cnn,1,1,0,1,0,149.0800000000005,92,1,1,81,0,0,no_lives,0.050000000000000044,11.624678098637125,11.955240047496298,133.31922779912534,2571.2384961998982,67916,67916,0.5580303749884479
442,442,hybrid,cnn,1,1,0,1,0,149.18000000000043,82,1,1,81,0,0,no_lives,0.050000000000000044,11.125804412655715,11.452487724583323,129.6072631463772,2459.100320955602,67998,67998,0.49643708899384364
443,443,hybrid,cnn,1,1,0,1,0,348.3300000000009,167,2,2,80,0,0,no_lives,0.050000000000000044,11.436694490695428,11.763618740492952,134.73232219033613,2710.962809488445,68165,68165,1.0105520900106058
444,444,hybrid,cnn,1,1,0,1,0,148.97000000000057,103,1,1,81,0,0,no_lives,0.050000000000000044,11.462888189889853,11.790004387642574,136.8115628436931,2698.621314780226,68268,68268,0.623913113027811
445,445,hybrid,cnn,1,1,0,1,0,149.1100000000005,89,1,1,81,0,0,no_lives,0.050000000000000044,12.023632944299933,12.35398096984692,136.61410359586222,2746.8766500065835,68357,68357,0.5360591919743456
446,446,hybrid,cnn,1,1,0,1,0,149.14000000000047,86,1,1,81,0,0,no_lives,0.050000000000000044,11.003392247266548,11.335192591644997,136.66851975197017,2721.74520590139,68443,68443,0.5221998280030675
447,447,hybrid,cnn,1,1,0,1,0,149.2400000000004,76,1,1,81,0,0,no_lives,0.050000000000000044,10.877292344444676,11.208732397932755,134.94190657766242,2705.0892052901418,68519,68519,0.46047785895643756
448,448,hybrid,cnn,1,1,0,1,0,546.3000000000027,370,3,3,79,0,0,no_lives,0.050000000000000044,11.3097246092719,11.641948148366568,135.43787377847207,2578.6984635636613,68889,68889,2.250143654004205
449,449,hybrid,cnn,1,1,0,1,0,148.96000000000058,104,1,1,81,0,0,no_lives,0.050000000000000044,11.30595501111104,11.635956525802612,135.20787261082575,2642.9288881742036,68993,68993,0.6342545099905692
450,450,hybrid,cnn,1,1,0,1,0,149.1200000000005,88,1,1,81,0,0,no_lives,0.050000000000000044,11.787186416712673,12.115383018146861,137.36227130889893,2464.1852410056376,69081,69081,0.5411097779870033
451,451,hybrid,cnn,1,1,0,1,0,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,12.383382439613342,12.7134550511837,136.78996046384177,2859.4323094685874,69177,69177,0.5822755770059302
452,452,hybrid,cnn,1,1,0,1,0,348.8600000000006,114,2,2,80,0,0,no_lives,0.050000000000000044,11.50013205879613,11.830802214773078,135.09275075008995,2526.365090353447,69291,69291,0.6940055390005
453,453,hybrid,cnn,1,1,0,1,0,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,10.864267146333734,11.19369867000174,136.3863100092462,2749.455803404463,69385,69385,0.5775754880160093
454,454,hybrid,cnn,1,1,0,1,0,148.4000000000008,160,1,1,81,0,0,no_lives,0.050000000000000044,11.553592139482499,11.88568232357502,136.54930958747863,2645.628750228882,69545,69545,0.9756957460194826
455,455,hybrid,cnn,1,1,0,1,0,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,11.135606059545204,11.467643713649315,134.94416104087347,2525.2677743646163,69624,69624,0.48492290696594864
456,456,hybrid,cnn,1,1,0,1,0,349.1100000000005,89,2,2,80,0,0,no_lives,0.050000000000000044,11.67488786075892,12.003550556268586,134.42373442917727,2614.5214974049773,69713,69713,0.5437728289980441
457,457,hybrid,cnn,1,1,0,1,0,149.18000000000043,82,1,1,81,0,0,no_lives,0.050000000000000044,11.46555093439614,11.795968689569612,137.9578431292278,2749.2303794302593,69795,69795,0.5032766439835541
458,458,hybrid,cnn,1,1,0,1,0,149.18000000000046,82,1,1,81,0,0,no_lives,0.050000000000000044,10.468476970021317,10.797930176665144,134.54088155234732,2652.5241706662064,69877,69877,0.5011415719636716
459,459,hybrid,cnn,1,1,0,1,0,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,11.234212051738393,11.563903095746282,137.89975322376597,2723.030506480824,69976,69976,0.6073433830169961
460,460,hybrid,cnn,1,1,0,1,0,146.03000000000304,397,1,1,81,0,0,no_lives,0.050000000000000044,11.478918984795097,11.808996880384777,139.32414014994046,2728.3553354565984,70373,70373,2.426674582005944
461,461,hybrid,cnn,1,1,0,1,0,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,11.333943391839663,11.66615836819013,136.58752497037253,2657.9932492574058,70469,70469,0.5865474889869802
462,462,hybrid,cnn,1,1,0,1,0,149.03000000000054,97,1,1,81,0,0,no_lives,0.050000000000000044,12.067665621177438,12.399392005094548,138.72411370031614,2731.9690948171715,70566,70566,0.5926228960161097
463,463,hybrid,cnn,1,1,0,1,0,148.97000000000057,103,1,1,81,0,0,no_lives,0.050000000000000044,11.68841947166665,12.021840845496909,139.97006158921326,2737.2923441766534,70669,70669,0.6325003059464507
464,464,hybrid,cnn,1,1,0,1,0,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,10.75103697595717,11.083542063266416,138.22077642513227,2632.0509033203125,70748,70748,0.48679384199203923
465,465,hybrid,cnn,1,1,0,1,0,148.94000000000057,106,1,1,81,0,0,no_lives,0.050000000000000044,11.706389013326392,12.037433538796767,136.362533065508,2522.7450849425118,70854,70854,0.6539473300217651
466,466,hybrid,cnn,1,1,0,1,0,149.02000000000052,98,1,1,81,0,0,no_lives,0.050000000000000044,12.014379404029068,12.34787865560882,137.24948595008073,2665.603302624761,70952,70952,0.6005730439792387
467,467,hybrid,cnn,1,1,0,1,0,149.2400000000004,76,1,1,81,0,0,no_lives,0.050000000000000044,10.908552427040902,11.237470608008536,135.63067456295616,2296.742332056949,71028,71028,0.46607113000936806
468,468,hybrid,cnn,1,1,0,1,0,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,11.490815168335324,11.820643896148319,139.12204406374977,2603.707479567755,71112,71112,0.5151953080203384
469,469,hybrid,cnn,1,1,0,1,0,149.2900000000004,71,1,1,81,0,0,no_lives,0.050000000000000044,11.97705682566468,12.30695838659582,138.549216364471,2677.192754181338,71183,71183,0.4349767920211889
470,470,hybrid,cnn,1,1,0,1,0,349.03000000000054,97,2,2,80,0,0,no_lives,0.050000000000000044,11.370296085003725,11.697869600708952,135.88164748358972,2441.3252896967624,71280,71280,0.5916223740205169
471,471,hybrid,cnn,1,1,0,1,0,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,11.672312467405112,11.999447798965,138.85208273406076,2629.868274046643,71381,71381,0.6176614279975183
472,472,hybrid,cnn,1,1,0,1,0,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,11.81736489187313,12.1458421658866,138.95596265189255,2727.4389153975476,71460,71460,0.4832949750125408
473,473,hybrid,cnn,1,1,0,1,0,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,11.633555975366146,11.964830388414098,135.90550191351707,2458.8822625342837,71554,71554,0.571160900988616
474,474,hybrid,cnn,1,1,0,1,0,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,10.496140162150065,10.822259629766146,134.35255042711893,2652.9843304951987,71650,71650,0.5860442849807441
475,475,hybrid,cnn,1,1,0,1,0,1344.6900000000044,531,7,7,75,0,0,no_lives,0.050000000000000044,11.38353814198697,11.713215188567023,138.9211239428619,2656.282632314104,72181,72181,3.2263789270073175
476,476,hybrid,cnn,1,1,0,1,0,546.7100000000023,329,3,3,79,0,0,no_lives,0.050000000000000044,11.444594442663222,11.77376236959069,140.84354565281274,2727.5160249750666,72510,72510,2.011806674010586
477,477,hybrid,cnn,1,1,0,1,0,149.0900000000005,91,1,1,81,0,0,no_lives,0.050000000000000044,11.900183358035244,12.229022571018763,140.4135737995525,2829.9003054440677,72601,72601,0.5567897100117989
478,478,hybrid,cnn,1,1,0,1,0,149.0800000000005,92,1,1,81,0,0,no_lives,0.050000000000000044,11.02159021211707,11.354130594626717,141.31872077610183,2712.0925783903704,72693,72693,0.5641101369983517
479,479,hybrid,cnn,1,1,0,1,0,149.11000000000047,89,1,1,81,0,0,no_lives,0.050000000000000044,11.185133821508858,11.512815218293264,140.7111313209105,2686.8320202773875,72782,72782,0.5427046119584702
480,480,hybrid,cnn,1,1,0,1,0,149.11000000000047,89,1,1,81,0,0,no_lives,0.050000000000000044,11.359923710983791,11.689110423741715,139.605170517825,2760.2127514099807,72871,72871,0.5417777789989486
481,481,hybrid,cnn,1,1,0,1,0,149.0800000000005,92,1,1,81,0,0,no_lives,0.050000000000000044,11.60096201689347,11.932701214500096,141.416643474413,2549.983883401622,72963,72963,0.5610137979965657
482,482,hybrid,cnn,1,1,0,1,0,149.03000000000054,97,1,1,81,0,0,no_lives,0.050000000000000044,10.880319442945657,11.208925035810962,139.83425179707635,2653.3891456839965,73060,73060,0.6850525690242648
483,483,hybrid,cnn,1,1,0,1,0,1143.820000000005,618,6,6,76,0,0,no_lives,0.050000000000000044,11.461385292528517,11.791253694824416,141.29032823877426,2786.8168191755476,73678,73678,3.7522214420023374
484,484,hybrid,cnn,1,1,0,1,0,7328.239999999621,2176,37,37,45,0,0,no_lives,0.050000000000000044,11.950059271034073,12.280025058152045,146.85740307849997,2824.623412216411,75854,75854,12.723622642981354
485,485,hybrid,cnn,1,1,0,1,0,149.19000000000045,81,1,1,81,0,0,no_lives,0.050000000000000044,12.605434176362591,12.93353972611604,153.58871591827017,3243.2421648943864,75935,75935,0.506153341033496
486,486,hybrid,cnn,1,1,0,1,0,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,11.798987462407066,12.124070349193754,149.1588714236305,2759.781903948103,76019,76019,0.5190841940348037
487,487,hybrid,cnn,1,1,0,1,0,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,12.201423134122576,12.528296113014221,148.9550248100644,2986.751527332124,76103,76103,0.5170301420148462
488,488,hybrid,cnn,1,1,0,1,0,346.2600000000027,374,2,2,80,0,0,no_lives,0.050000000000000044,12.214009473668062,12.543763840262265,153.23063078283627,2881.113104019573,76477,76477,2.290762985998299
489,489,hybrid,cnn,1,1,0,1,0,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,12.461884530814919,12.79127879400511,152.94235600651922,2777.701053103885,76551,76551,0.45763047895161435
490,490,hybrid,cnn,1,1,0,1,0,348.9600000000006,104,2,2,80,0,0,no_lives,0.050000000000000044,12.026280531516441,12.35345721244812,151.03698752476618,2793.289600078876,76655,76655,0.63612318696687
491,491,hybrid,cnn,1,1,0,1,0,149.18000000000043,82,1,1,81,0,0,no_lives,0.050000000000000044,12.268437426264693,12.595450808362264,151.27236315099205,2900.453736840225,76737,76737,0.4995098820072599
492,492,hybrid,cnn,1,1,0,1,0,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,12.542722167195501,12.871763757757238,154.2092244947279,2826.7944608121306,76811,76811,0.4537964990013279
493,493,hybrid,cnn,1,1,0,1,0,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,11.433302810457018,11.763340711593628,152.17326168484158,2847.786831325955,76901,76901,0.5505158000160009
494,494,hybrid,cnn,1,1,0,1,0,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,12.269670703676011,12.598148647944132,152.50069613986545,3008.3047003852,76991,76991,0.5491119750076905
495,495,hybrid,cnn,1,1,0,1,0,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,11.14804213111465,11.477161330145758,149.89324559392156,2796.0062338339317,77065,77065,0.45449294400168583
496,496,hybrid,cnn,1,1,0,1,0,148.97000000000057,103,1,1,81,0,0,no_lives,0.050000000000000044,12.132268618611457,12.459272602229442,154.7755568421003,3008.4647157539443,77168,77168,0.6287242129910737
497,497,hybrid,cnn,1,1,0,1,0,349.1500000000005,85,2,2,80,0,0,no_lives,0.050000000000000044,12.246340465545654,12.5720692690681,153.6628978056066,2974.8114904067097,77253,77253,0.51857114903396
498,498,hybrid,cnn,1,1,0,1,0,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,11.675228555997213,12.000954287392753,150.84448369344076,2878.5894586472286,77337,77337,0.5146294760052115
499,499,hybrid,cnn,1,1,0,1,0,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,11.906572260037818,12.23011047189886,151.50823350386187,2894.397876469776,77436,77436,0.6076897329767235
500,500,hybrid,cnn,1,1,0,1,0,149.2800000000004,72,1,1,81,0,0,no_lives,0.050000000000000044,11.811413407325745,12.135020905070835,153.78512541453043,2982.0369262695312,77508,77508,0.4452201059903018
501,501,hybrid,cnn,1,1,0,1,0,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,11.148205029844034,11.473249998959629,150.5160902389372,2775.1713540433634,77607,77607,0.6087058549746871
502,502,hybrid,cnn,1,1,0,1,0,348.91000000000065,109,2,2,80,0,0,no_lives,0.050000000000000044,12.030193963182082,12.355250454823905,148.95704755870574,2719.2521479895354,77716,77716,0.6668376249726862
503,503,hybrid,cnn,1,1,0,1,0,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,11.500423340087242,11.822103211220275,149.1416556175719,2854.8907522647937,77810,77810,0.577435222978238
504,504,hybrid,cnn,1,1,0,1,0,2541.1299999999273,887,13,13,69,0,0,no_lives,0.050000000000000044,12.120306206932197,12.44459073465599,154.86730979394753,2968.3844951986594,78697,78697,5.359352055005729
505,505,hybrid,cnn,1,1,0,1,0,349.0800000000005,92,2,2,80,0,0,no_lives,0.050000000000000044,11.363060292990312,11.689608397691146,157.07782786825427,2958.457316523013,78789,78789,0.5653162520029582
506,506,hybrid,cnn,1,1,0,1,0,348.9800000000006,102,2,2,80,0,0,no_lives,0.050000000000000044,12.396468877792358,12.722576683642817,154.07774136113184,2739.6606182023593,78891,78891,0.6221674180123955
507,507,hybrid,cnn,1,1,0,1,0,149.03000000000054,97,1,1,81,0,0,no_lives,0.050000000000000044,11.788107331266108,12.111996321334052,154.61389569154719,2767.7977219414465,78988,78988,0.5919384730514139
508,508,hybrid,cnn,1,1,0,1,0,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,11.975819129755001,12.29892645259895,154.42287271329673,2956.9021231774054,79089,79089,0.618688362010289
509,509,hybrid,cnn,1,1,0,1,0,149.20000000000044,80,1,1,81,0,0,no_lives,0.050000000000000044,11.871655070781708,12.196565878391265,159.17461910247803,3052.1577087402343,79169,79169,0.49216106603853405
510,510,hybrid,cnn,1,1,0,1,0,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,12.33903854104537,12.661598199530493,157.67875594127028,3045.5331281830995,79248,79248,0.48175969801377505
511,511,hybrid,cnn,1,1,0,1,0,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,11.903674616672024,12.228783116482273,154.13989582628307,2860.454286480894,79349,79349,0.6172795000020415
512,512,hybrid,cnn,1,1,0,1,0,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,11.74000067430384,12.060362748538747,153.8614989336799,2801.784857536765,79434,79434,0.5224355430109426
513,513,hybrid,cnn,1,1,0,1,0,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,12.099908138843293,12.422550546362045,154.67065324174598,2922.593028616398,79528,79528,0.5771553820231929
514,514,hybrid,cnn,1,1,0,1,0,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,12.863208509626842,13.186513378506614,163.92936234247117,3315.12703305199,79612,79612,0.5137665749643929
515,515,hybrid,cnn,1,1,0,1,0,349.01000000000056,99,2,2,80,0,0,no_lives,0.050000000000000044,12.020960552523835,12.344224351825137,157.43626503992562,3032.984970555161,79711,79711,0.6042039610329084
516,516,hybrid,cnn,1,1,0,1,0,348.4300000000008,157,2,2,80,0,0,no_lives,0.050000000000000044,12.121482080714717,12.441401603115592,155.35801837702465,2949.729865784858,79868,79868,0.965867000981234
517,517,hybrid,cnn,1,1,0,1,0,149.05000000000052,95,1,1,81,0,0,no_lives,0.050000000000000044,11.69837952664024,12.018315872393156,153.01891929224917,2995.7269679019328,79963,79963,0.5823617590358481
518,518,hybrid,cnn,1,1,0,1,0,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,11.456691957655407,11.777131154423667,154.58391825358072,3018.328879946754,80047,80047,0.5153716740314849
519,519,hybrid,cnn,1,1,0,1,0,148.94000000000057,106,1,1,81,0,0,no_lives,0.050000000000000044,12.493308089814096,12.817543412154576,157.8766051958192,2911.4100007830925,80153,80153,0.651605523948092
520,520,hybrid,cnn,1,1,0,1,0,149.0700000000005,93,1,1,81,0,0,no_lives,0.050000000000000044,11.399775017974196,11.71885730886972,155.72357473065776,2965.1143641318045,80246,80246,0.5733222410199232
521,521,hybrid,cnn,1,1,0,1,0,149.02000000000052,98,1,1,81,0,0,no_lives,0.050000000000000044,11.762571865198563,12.08426275545237,157.8379420844876,2916.044895094268,80344,80344,0.6024111849837936
522,522,hybrid,cnn,1,1,0,1,0,346.80000000000234,320,2,2,80,0,0,no_lives,0.050000000000000044,12.197151321172715,12.518805003166198,155.7279857635498,3080.808045768738,80664,80664,1.9642760789720342
523,523,hybrid,cnn,1,1,0,1,0,146.14000000000294,386,1,1,81,0,0,no_lives,0.050000000000000044,12.003177089394683,12.324520589156473,156.1680986078292,3018.8050081717533,81050,81050,2.370704246975947
524,524,hybrid,cnn,1,1,0,1,0,348.3900000000008,161,2,2,80,0,0,no_lives,0.050000000000000044,12.717797205314874,13.038118572708983,155.04751966014413,2953.855410368546,81211,81211,0.985765780962538
525,525,hybrid,cnn,1,1,0,1,0,148.97000000000057,103,1,1,81,0,0,no_lives,0.050000000000000044,11.918760702447983,12.238606235356007,155.54922203878755,3060.5983685243477,81314,81314,0.6387327230186202
526,526,hybrid,cnn,1,1,0,1,0,148.89000000000058,111,1,1,81,0,0,no_lives,0.050000000000000044,12.663836247212178,12.984604680860365,154.9689402537303,3086.8672485351562,81425,81425,0.6807888129842468
527,527,hybrid,cnn,1,1,0,1,0,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,11.906877209868613,12.226165004923374,157.04786653156523,2895.4139033450356,81504,81504,0.4841190029983409
528,528,hybrid,cnn,1,1,0,1,0,148.98000000000056,102,1,1,81,0,0,no_lives,0.050000000000000044,11.900044530045752,12.218512852986654,154.87463558421416,3041.286386527267,81606,81606,0.6215055459761061
529,529,hybrid,cnn,1,1,0,1,0,1340.8600000000076,914,7,7,75,0,0,no_lives,0.050000000000000044,12.31371576467802,12.63595347279271,159.07200517383134,3045.557649641642,82520,82520,5.539295303984545
530,530,hybrid,cnn,1,1,0,1,0,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,12.00893199306795,12.329817985666208,160.34097500505118,3057.143151294226,82607,82607,0.529951557982713
531,531,hybrid,cnn,1,1,0,1,0,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,11.648923632677864,11.969649415857651,156.84783693201402,2871.6919232536766,82692,82692,0.5213357799802907
532,532,hybrid,cnn,1,1,0,1,0,148.96000000000058,104,1,1,81,0,0,no_lives,0.050000000000000044,12.568827409010668,12.891766846179962,159.76800779195932,3111.041549682617,82796,82796,0.6363820759579539
533,533,hybrid,cnn,1,1,0,1,0,149.2400000000004,76,1,1,81,0,0,no_lives,0.050000000000000044,11.49716277498948,11.818319383420443,155.39486092015318,2965.6019134521484,82872,82872,0.4635341319954023
534,534,hybrid,cnn,1,1,0,1,0,149.2800000000004,72,1,1,81,0,0,no_lives,0.050000000000000044,11.471611883905199,11.791482587655386,155.46164099375406,3084.312052408854,82944,82944,0.4409247789881192
535,535,hybrid,cnn,1,1,0,1,0,148.9100000000006,109,1,1,81,0,0,no_lives,0.050000000000000044,11.451167618462799,11.771717443378693,155.38424304647182,3011.0710874784977,83053,83053,0.6678348300047219
536,536,hybrid,cnn,1,1,0,1,0,945.260000000004,474,5,5,77,0,0,no_lives,0.050000000000000044,12.390407740315304,12.708857335118806,158.7438261136727,3083.464223740976,83527,83527,2.8839923010091297
537,537,hybrid,cnn,1,1,0,1,0,349.0900000000005,91,2,2,80,0,0,no_lives,0.050000000000000044,11.880385949061466,12.19779037643265,159.97657608199904,3165.190656389509,83618,83618,0.5529991639778018
538,538,hybrid,cnn,1,1,0,1,0,149.2900000000004,71,1,1,81,0,0,no_lives,0.050000000000000044,12.64607510768192,12.962689668359891,156.51862152529435,2937.893212546765,83689,83689,0.4367298469878733
539,539,hybrid,cnn,1,1,0,1,0,945.3400000000036,466,5,5,77,0,0,no_lives,0.050000000000000044,12.215806569152635,12.535035802571047,161.10908311835686,3217.5937782909737,84155,84155,2.830410276015755
540,540,hybrid,cnn,1,1,0,1,0,1742.4800000000064,752,9,9,73,0,0,no_lives,0.050000000000000044,12.376396798072978,12.694093801873796,161.17570188197683,3045.9586117521244,84907,84907,4.560511438990943
541,541,hybrid,cnn,1,1,0,1,0,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,12.422375851489129,12.740269706604328,160.11972054014814,3029.7975898905,85001,85001,0.5743819089839235
542,542,hybrid,cnn,1,1,0,1,0,149.0700000000005,93,1,1,81,0,0,no_lives,0.050000000000000044,11.754980784590526,12.071445270251202,162.23062831099315,3297.4285770539313,85094,85094,0.5694369680131786
543,543,hybrid,cnn,1,1,0,1,0,349.1500000000005,85,2,2,80,0,0,no_lives,0.050000000000000044,11.894457895615522,12.213349695766674,158.7868683758904,3084.7834968118104,85179,85179,0.5201485059806146
544,544,hybrid,cnn,1,1,0,1,0,349.0800000000005,92,2,2,80,0,0,no_lives,0.050000000000000044,12.63591182231903,12.955433244290559,161.63078142249066,3346.1950219195824,85271,85271,0.5617028889828362
545,545,hybrid,cnn,1,1,0,1,0,547.8000000000017,220,3,3,79,0,0,no_lives,0.050000000000000044,12.331170023571362,12.650346571748907,162.77105816927823,3111.5623948530715,85491,85491,1.350500920030754
